Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.02658028,11.65482681,11.0737594,10.93022121,10.75533973,10.70862232,11.0399715,10.63751979,10.54580477,10.1533792,10.09936589,10.29361229,10.10301134,10.13876361,9.95044613,9.729463121,9.886479572,9.527623267,9.617457887,8.971731407,9.453388627,9.299002904,9.451289047,9.624229367,9.088527768,9.087344804,9.072972388,8.858344511,8.537042688,7.927187624,7.255221028,,
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47490094,0.458536787,0.488609541,0.50030185,0.473954933,0.501573174,0.4591646,0.496865762,0.566683935,0.546727627,0.503212121,0.491841827,0.506381086,0.513881879,0.483642544,0.516692925,0.510775763,0.543460672,0.53721545,0.516589114,0.564730815,0.506932562,0.5161915,0.575032956,0.406607306,0.443772428,0.386480087,0.387797734,0.392452502,0.398763866,0.392329171,,
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902404974,0.906842539,0.908669985,0.955630412,1.00291916,1.200849699,1.007720556,1.318741767,1.347587687,1.489126321,1.833318702,2.040995994,1.546980751,1.775225739,2.104296089,2.160934269,2.259171976,2.384587423,2.40906051,2.381263902,2.508908443,2.212621105,2.424224829,2.490591261,2.594744201,2.584027312,2.604352479,2.352172493,2.333987546,2.437419499,2.261268144,,
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11060431,12.16466335,11.01648113,11.42905215,12.13394466,11.47221878,13.94149123,12.03735257,11.25713324,10.65964724,9.851270204,10.12270883,10.01495369,10.98844019,9.941228856,9.263313941,10.69175866,9.779732005,9.124710278,8.67875711,8.674756651,7.736727934,6.834607513,7.11686268,6.347153128,5.930324767,6.169734341,5.756134453,5.718912959,5.107386426,4.691237308,,
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.102636497,1.130687753,1.295268562,1.256640313,1.442050126,1.50509171,1.588617221,1.779468069,2.006260228,2.115468888,2.186050449,2.189827247,2.374515085,2.099272499,1.911086729,2.039418783,2.193896104,2.193825577,2.161232005,2.037424929,2.115519466,2.111718031,2.161474933,2.09580517,2.086214753,2.267046018,2.336099271,2.211962081,2.356223766,2.368634396,2.080181722,,
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466365604,2.541851285,2.499022087,2.640134411,2.634720413,2.684182209,2.626350224,2.525211077,2.494567358,2.554046267,2.601065339,2.520609526,2.605694613,2.751098761,2.752758782,2.85792657,2.985149131,3.023502915,3.116770947,3.187069044,3.184357,3.305232517,3.621367718,3.658468679,3.811521147,3.951960939,3.833834222,3.833681126,3.924298722,3.994401828,3.71822337,,
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.664938422,1.736352357,1.789229404,1.921523412,1.987485915,2.184429118,2.171886573,2.209273315,2.230072686,2.18229109,2.279308464,2.380877401,2.52084987,2.863813091,3.236967699,3.60328887,3.911354353,4.191853461,4.28266722,4.509380472,4.902679901,5.299682231,5.401485493,5.57594752,5.590427487,5.490442357,5.46782085,5.578365434,5.831680334,5.9514075,5.982246125,,
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.279993776,1.31156812,1.317690152,1.335899495,1.370658983,1.403588614,1.443078108,1.48356489,1.499751314,1.519480468,1.547651102,1.556494037,1.576326353,1.613266908,1.671395746,1.71410705,1.77833421,1.854965886,1.896435641,1.923561237,1.987969138,2.034471916,2.103166117,2.096800634,2.171885047,2.159747859,2.165596751,2.217189216,2.241040358,2.202796595,2.016408163,,
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.377151667,2.452136747,2.509203991,2.632591396,2.727093184,2.917392003,2.921583446,2.954445937,2.918476197,2.908548087,3.021744384,3.106576744,3.245427141,3.547750501,3.887041862,4.209175651,4.473746532,4.745310361,4.795390216,4.973114486,5.367568559,5.75254159,5.857653367,6.010372792,5.987349437,5.8880627,5.864093603,5.96007172,6.166078411,6.246439169,6.221868863,,
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.606394,10.2387077,9.573555187,8.702996965,7.708227962,7.444351564,7.18134605,6.798870485,6.789771425,6.776469267,6.953305765,6.920920768,7.01075709,7.297543956,7.286911544,7.316856221,7.602285254,7.734204922,7.80821987,7.170623279,7.492427425,7.861263963,7.717989226,7.524365914,7.229220912,6.994489535,7.028186237,7.144918322,7.319042989,7.312928837,7.062454261,,
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.461604526,9.27097756,8.825016798,8.338449511,7.881884144,7.807855165,7.824410056,7.549389112,7.535918901,7.459799936,7.54251029,7.600675558,7.600837548,7.823112874,7.806005641,7.776262814,7.890054941,7.860441591,7.770107702,7.15691154,7.399420146,7.399451423,7.292084668,7.103974699,6.755535012,6.6884667,6.685278205,6.733141698,6.724080546,6.550708166,6.1117404,,
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475869911,1.472944886,1.543417387,1.522775568,1.657091705,1.809243516,2.037982981,2.081576344,2.005779982,1.741405083,1.746444999,1.887934324,1.849362949,1.853654532,1.934132781,2.049402717,2.150486746,2.14961091,2.18586216,2.340029001,2.485325644,2.434523047,2.395077514,2.525035157,2.619452044,2.555603263,2.420480809,2.308763807,2.366829826,2.285055011,1.957575349,,
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.533618237,1.524789736,1.515334225,1.509589099,1.4002328,1.460601779,1.509033871,1.583097451,1.621458992,1.666983584,1.605887604,1.739148792,1.73994703,1.751113518,1.864027038,2.051425407,2.117644783,2.230582304,2.265319239,2.311789945,2.295790948,2.306806899,2.356422775,2.290225234,2.292245767,2.315542399,2.359353496,2.402416496,2.294016243,2.063160783,1.961122572,,
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.438656848,8.446338372,8.167059767,7.964809687,7.940008605,8.070307257,8.228893841,8.123940218,8.236059515,8.162013673,8.192957495,8.306805493,8.281153838,8.411327804,8.404135728,8.337667264,8.24850305,8.093969895,7.882378232,7.270147603,7.442940581,7.19170733,7.086981029,6.916816419,6.52615298,6.645929811,6.626174457,6.62138769,6.439325516,6.119262978,5.461540037,,
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.226790891,0.318307233,0.357728274,0.369304012,0.384448735,0.359610763,0.26307145,0.274273842,0.264614189,0.281454324,0.266602654,0.258152778,0.254601649,0.208293016,0.183872535,0.176517548,0.149482048,0.151701359,0.159781963,0.185776148,0.192258737,0.178812007,0.178195687,0.170927837,0.172496432,0.171174998,0.19669853,0.199267295,0.198657543,,
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.530368159,5.699778188,5.934201677,5.540467681,5.776431165,6.055961061,5.768715311,6.206173348,6.369794838,6.890864916,7.230213057,7.216250353,7.548673405,7.553341743,7.817928356,8.029197431,7.69812925,7.842320847,7.056479349,6.214687048,5.885763493,5.893329176,5.77854921,5.229400787,5.206009215,5.538855216,5.340585339,5.681590779,5.521059835,5.131798801,4.279594571,,
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01470328,20.41178136,15.00928516,12.26943073,12.7764247,11.48385741,12.34817328,12.76030967,11.85133564,11.13998694,10.68909115,10.97293812,10.72613912,12.17024629,12.29679645,12.40626672,11.94674824,14.74311543,13.07428819,10.5265958,13.89466569,13.93856893,12.8442212,14.2993497,13.38478333,10.92977307,12.08946716,12.73243033,11.88893604,7.582120103,5.338399816,,
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048262176,0.046720466,0.029170442,0.03608923,0.040657882,0.044795671,0.048367544,0.049946533,0.05112099,0.04881251,0.053064313,0.06376946,0.064320996,0.068641243,0.070838344,0.06518012,0.06782192,0.072728993,0.076907571,0.075320799,0.072538775,0.082244286,0.090618147,0.104968497,0.1252201,0.127315885,0.144807034,0.146790212,0.153230326,0.155169189,0.154431772,,
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.488759509,8.371310572,8.072299028,7.896552457,7.851660339,7.956722528,8.17727225,8.003704002,7.972270112,7.823898486,7.835380431,7.957609932,7.920361392,8.099947134,8.079665765,8.011893369,8.005532581,7.883685225,7.680030926,7.10127533,7.282944399,7.081677864,6.93467872,6.744305756,6.402090419,6.517123396,6.525933461,6.571146878,6.415939469,6.101852107,5.506070436,,
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.170168176,2.048802789,1.905959909,1.761296739,1.58412911,1.559598719,1.4801464,1.460757612,1.344746817,1.277257422,1.289544478,1.301674324,1.259865649,1.274243171,1.228381291,1.218234441,1.192484216,1.157006719,1.163108156,1.077147691,1.135165144,1.112796425,1.134949205,1.126578791,1.07182669,0.951756516,0.943720412,0.913742827,0.925113261,0.892137929,0.775010831,,
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94225509,10.99632211,10.36901685,10.55212854,11.77745246,10.98175532,12.21065638,11.79493116,11.11198646,10.93992536,10.64437313,11.77486619,12.19853948,13.75559321,12.94580591,10.57170894,12.72721024,12.30972712,10.66362605,10.14838156,11.65808248,10.23025564,9.126037062,9.228085749,8.452183205,7.813697924,8.31624753,7.809318955,8.049188427,7.423039601,6.570145128,,
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.913573287,0.918859068,0.963768604,0.94411035,0.939968614,0.948783585,1.015143031,0.976805059,0.941400361,0.954941695,1.004890037,1.236628156,1.031897032,1.207611272,1.522567365,1.224222017,1.358875666,1.267391832,0.962830548,0.850581828,1.244298026,1.162320899,1.0904892,1.167985654,1.325527546,1.377889228,1.305137031,1.448392253,1.509473382,1.517205337,1.117096288,,
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.138336383,6.501145018,6.26433402,5.913504862,5.806327697,5.916383137,6.157646395,5.988674927,6.332690344,6.197953802,6.126515445,6.141051661,6.004364485,6.052955998,6.026319535,6.026677842,5.84238818,5.670764603,5.564039942,5.314137365,5.350407866,5.127105446,5.152358494,5.127899428,4.614807136,4.675935087,4.703475673,4.747916929,4.570517428,4.460164948,3.953682452,,
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.361608661,1.411864567,1.462643784,1.675005438,1.724962766,1.811343165,1.920901926,1.78681896,1.676677797,1.553399793,1.413493821,1.507088234,1.343347871,1.101496304,1.095184994,1.237994376,1.077237268,1.410983795,0.977804216,1.10578661,1.2232981,1.275216603,1.29329322,1.323747054,1.338185126,1.328443358,1.332383777,1.330591943,0.958913885,,
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.169891397,4.511467879,4.368304471,4.369235679,4.220431214,4.644569701,5.046110685,4.71681785,5.281138208,4.85820833,4.776363286,4.764884164,4.438710408,4.669478627,4.298254899,4.154206835,3.618620277,3.188277775,3.295401562,3.149348489,3.367467221,3.259317348,3.050010753,3.043944305,3.031260566,3.014911879,3.059956687,2.49727247,2.335936117,2.351763544,2.333273575,,
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.813068799,9.937877642,9.688810439,9.379580736,9.248704912,9.079920847,9.377801312,8.98865877,8.993440114,8.908156654,9.014527721,9.223024627,8.940232738,9.104093197,9.053089952,8.955400659,8.908613466,8.651030537,8.337820015,7.490694289,7.689567494,7.04484324,7.344260926,7.076100428,6.433347,6.159376361,5.824502691,5.553291497,5.425128404,5.175842473,4.601142251,,
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.973823407,5.274281933,4.118785267,3.277005152,2.159573175,1.755647933,1.416679969,1.26873572,1.175973647,1.087801574,1.17062709,0.875902663,0.743594029,0.79894001,0.858876491,1.087286023,1.211566904,1.45760873,1.257337696,1.474484056,1.405473639,1.73616463,1.929000551,2.158342273,2.326710605,2.523141909,2.632753008,2.657481054,2.609706729,2.835791247,2.754709196,,
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162937977,0.142468781,0.163629723,0.162013906,0.171036029,0.182603533,0.195208364,0.197317282,0.290611,0.303434501,0.251684396,0.269588732,0.321302402,0.299162935,0.270459231,0.281420358,0.337618069,0.355086316,0.327504378,0.37354771,0.405971225,0.412238584,0.479415246,0.504973607,0.474057678,0.49602474,0.492155068,0.500789782,0.543393317,0.572264896,0.602887453,,
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157235946,0.154918562,0.154459877,0.154014343,0.154486739,0.155523036,0.160143379,0.164469196,0.17048387,0.175402822,0.179309814,0.185715434,0.190083926,0.194693405,0.197845361,0.200829005,0.203780561,0.207236096,0.205812295,0.211958042,0.243682824,0.249028469,0.228832188,0.195379103,0.196384745,0.216953418,0.235227854,0.271355057,0.297494262,0.350765779,0.343646151,,
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186908523,0.182827336,0.175752694,0.177350341,0.171824441,0.174615889,0.171921787,0.174107556,0.18057955,0.186108261,0.170291032,0.208591171,0.194583842,0.189113281,0.195134054,0.198449982,0.208730937,0.231743407,0.234930037,0.258183853,0.224129254,0.223649943,0.219746203,0.202647787,0.231519233,0.260037912,0.255997956,0.252941606,0.244507378,0.241900479,0.237529599,,
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176570103,0.174170101,0.173623331,0.175252493,0.168499574,0.165589292,0.155180939,0.169728752,0.145599377,0.158809887,0.119429759,0.11786413,0.119470038,0.148291381,0.152485989,0.151843173,0.15324332,0.158489203,0.150225304,0.15361486,0.153775475,0.151334635,0.14884581,0.145722022,0.151206699,0.157581198,0.166253123,0.163100202,0.165094768,0.165088606,0.163208369,,
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.149500912,0.150266381,1.799000267,1.873188322,1.945399191,1.992010557,2.10256912,2.787291312,3.258359879,5.048631435,2.893965783,4.021577433,3.372827752,3.539783786,6.677033478,6.487488522,6.16775898,6.667481719,5.845497004,5.812188723,5.525506978,5.319905503,4.916825565,4.815340921,4.5913203,4.078923631,4.167551273,3.701194049,3.374296231,3.139988835,2.725730852,,
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.415999071,7.346757395,7.517688376,7.465373028,7.584076054,7.842577172,7.800476963,7.856642447,8.127151425,8.12097682,8.741650786,8.893999815,8.860393054,9.170567172,9.113949332,9.278637163,9.137884944,9.441114623,9.063643358,8.529760961,7.874814737,7.613504634,7.250812154,6.610378952,6.385059031,6.285087825,6.20348737,6.210831583,6.058130519,5.595284353,4.767184937,,
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.160055327,1.22095471,1.242082344,1.26550067,1.346269409,1.435710167,1.650039105,1.735686743,1.86440678,1.92093463,1.848611215,1.919656092,1.944914119,2.052602538,1.979619416,2.067952183,2.125455004,2.244797494,2.324899091,2.317018252,2.399179228,2.265093371,2.403547519,2.711531062,2.148814973,2.291141368,2.312321825,2.377585366,2.628900671,2.820964115,2.624067021,,
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434469617,0.433987385,0.506587609,0.522745293,0.542504415,0.619153543,0.588595818,0.608646614,0.7518684,0.726588571,0.814796785,0.828871341,0.863904873,0.85125378,0.850047957,0.892596491,0.874124842,0.923216169,0.820442149,0.848874194,0.804898453,0.810858922,0.824228643,0.867210614,0.914557102,1.057073109,1.10261826,1.027517281,1.105753673,1.145372815,1.000407336,,
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.568564989,1.537704812,1.450607921,1.454785871,1.885274553,2.036214445,2.096683657,2.280422293,2.30951094,2.289931321,2.187336556,2.163438443,2.133172349,2.127111268,2.198378799,1.950220413,1.757460438,2.121818165,2.126500033,2.165966951,2.352219186,2.461067143,2.689370213,2.643226031,2.747100777,2.754761063,3.265238372,3.241131369,3.293512273,3.500331141,3.472771017,,
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1252523,11.03049837,10.97310715,10.96611416,11.06401825,11.14769664,11.41460638,11.56051486,11.47696337,11.47643078,11.66637182,11.65447061,11.51069588,11.64337244,11.69439338,11.65974318,11.52413834,11.57371478,11.24712482,10.53146025,10.91708531,10.68510677,10.50475166,10.52009327,10.29448482,10.20324715,10.06764523,9.955483166,9.923913509,9.597237018,8.749912818,,
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.485570231,0.472321218,0.511565129,0.527703093,0.575294175,0.665510374,0.653320059,0.657002997,0.741693359,0.732581845,0.74919724,0.848233095,0.867219342,0.93395045,1.023619584,0.92187135,1.029605433,1.077183536,1.059903278,0.975305722,0.937979274,1.09833524,1.135689627,1.080835925,1.08285131,1.133809708,1.098712815,0.974047356,0.922234079,1.023855315,0.872911172,,
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166646506,0.168150555,0.162963938,0.151512606,0.148624266,0.152706025,0.157000624,0.163284487,0.167862732,0.168925157,0.166768998,0.170058894,0.174660164,0.177408799,0.18177576,0.18583517,0.195635021,0.204961979,0.209515114,0.217051454,0.227471563,0.23923014,0.245731046,0.25063368,0.258270681,0.267560243,0.273930517,0.275768158,0.279928376,0.289113704,0.268471053,,
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.257867512,3.14455765,3.28492086,3.377160081,3.195383343,3.344761831,3.347394185,3.764035529,4.088029152,4.102648652,4.036074554,4.464557747,4.713128758,5.021124,4.90003717,4.975470663,5.009859298,5.306461368,5.041249923,4.716619348,4.529770847,4.445054948,4.07797621,3.997143588,3.830795144,3.94953949,4.042977719,4.220576836,4.020066328,4.064519478,3.860705392,,
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147346026,0.141748118,0.125039899,0.094542019,0.025246821,0.118298495,0.136180083,0.160981972,0.162512951,0.168316473,0.176227314,0.188034674,0.210955411,0.205430058,0.185995876,0.187095995,0.185489594,0.21711472,0.21193187,0.204652562,0.249743977,0.270992109,0.238940563,0.258338055,0.290138811,0.310537245,0.314036533,0.306183719,0.298729952,0.297241022,0.283815024,,
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.499043569,6.222858465,5.593595581,5.636714492,5.586610921,5.560218279,5.669047693,5.538134934,5.586412989,5.65668672,5.350451,5.524415229,5.473180971,5.74427181,5.575243496,5.543852449,5.506450463,5.355168868,5.281251955,4.773098931,4.788038988,4.704029703,4.377582189,4.120313569,4.117501825,4.407596931,4.508691288,5.052101734,5.033254347,4.836876267,4.591652907,,
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.585915039,2.574363584,2.53032105,2.510151162,2.458212365,2.53613611,2.524717007,2.522548524,2.510342299,2.476212603,2.540597764,2.588461172,2.654720516,2.844091574,3.042405027,3.227000769,3.412623844,3.585867622,3.656737482,3.71269698,3.952472611,4.178338298,4.25944991,4.332368903,4.339602662,4.252174171,4.227215297,4.292156631,4.423340653,4.44015106,4.304291596,,
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.165862253,2.154858455,2.114807593,2.091204804,2.041324496,2.099707246,2.090785009,2.08483558,2.072637669,2.042522858,2.090302889,2.123827949,2.168254076,2.309855953,2.459699425,2.597131299,2.734563328,2.860937381,2.90776755,2.938879617,3.116379331,3.280060049,3.329392242,3.377098281,3.377341749,3.303670558,3.283301483,3.328236158,3.416422344,3.418314134,3.298543879,,
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488864146,0.494862461,0.487477334,0.469295739,0.445629694,0.447801642,0.466845673,0.464632088,0.4701859,0.472991788,0.480722875,0.484195855,0.474537788,0.474528012,0.483457848,0.488169909,0.49428625,0.498093359,0.498158787,0.481487631,0.497425075,0.503541586,0.488487398,0.489903999,0.499037008,0.497056429,0.522850426,0.544303316,0.547297213,0.548328469,0.517184007,,
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991437718,1.020915419,1.031776546,1.005055068,0.934607869,0.923608094,0.95719417,0.938239917,0.937983342,0.939276844,0.959726276,0.955039607,0.916879266,0.901456157,0.916420515,0.894398746,0.897273308,0.88048359,0.872451758,0.820110172,0.84571246,0.847605082,0.801173764,0.817048745,0.822664598,0.806681246,0.84029428,0.860389305,0.84123525,0.839321107,0.798612684,,
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.814355526,0.875665865,0.909084854,0.965317195,1.021788842,1.128891779,1.175510968,1.276252473,1.263883408,1.324582905,1.310938133,1.391237665,1.388514514,1.496673475,1.510301505,1.495368915,1.572351362,1.617812178,1.580832415,1.622875724,1.702905979,1.925542224,1.925450048,1.770402032,1.891427827,1.887564481,1.848303852,1.948574431,2.126836838,2.245285771,2.071658962,,
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24276697,0.23603825,0.219588497,0.206007871,0.205174815,0.213423925,0.224684549,0.230119937,0.237949213,0.241001388,0.241482733,0.248108287,0.252749986,0.260770135,0.266689439,0.28482326,0.29264577,0.306688146,0.310524848,0.311385148,0.322043859,0.330037917,0.330849215,0.325061262,0.336120883,0.341513825,0.363940116,0.386612292,0.401069947,0.403989303,0.377941164,,
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647451316,0.683086373,0.69007405,0.703136167,0.725622135,0.76518964,0.787231756,0.817360076,0.818720963,0.866242339,0.885077949,0.883746998,0.897242649,0.905456602,0.955470157,0.984261473,1.036533922,1.123599482,1.180361247,1.278873603,1.338033835,1.396878498,1.498204123,1.5276744,1.642465277,1.631323487,1.639914019,1.704926721,1.795595299,1.752534366,1.576093232,,
Not classified,INX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.810964452,8.903397765,8.853736058,8.851031846,9.140716346,9.268405009,9.572812171,9.79064393,10.34800587,10.64595958,11.17780685,11.59143385,11.17253106,11.03129447,10.97904754,11.21429433,11.05938776,10.59454751,10.22627242,8.948168564,8.847879074,7.966687947,8.046360359,7.718343463,7.633852469,7.887609351,8.203375787,7.848149556,7.699027554,7.257748757,6.76822759,,
